product_id,warehouse_id,snapshot_date,stock_on_hand,reorder_point,safety_stock
Widget-51,Chicago,2025-01-09,289,88,59
Widget-51,Chicago,2025-01-10,259,88,59
Widget-51,Chicago,2025-01-11,252,88,59
Widget-51,Chicago,2025-01-12,257,88,59
Widget-51,Chicago,2025-01-13,251,88,59
Widget-51,Chicago,2025-01-14,256,88,59
Widget-51,Chicago,2025-01-15,256,88,59
Widget-51,Chicago,2025-01-16,256,88,59
Widget-51,Chicago,2025-01-17,227,88,59
Widget-51,Chicago,2025-01-18,215,88,59
Widget-51,Chicago,2025-01-19,237,88,59
Widget-51,Chicago,2025-01-20,218,88,59
Widget-51,Chicago,2025-01-21,197,88,59
Widget-51,Chicago,2025-01-22,197,88,59
Widget-51,Chicago,2025-01-23,211,88,59
Widget-51,Chicago,2025-01-24,202,88,59
Widget-51,Chicago,2025-01-25,194,88,59
Widget-51,Chicago,2025-01-26,215,88,59
Widget-51,Chicago,2025-01-27,207,88,59
Widget-51,Chicago,2025-01-28,191,88,59
Widget-51,Chicago,2025-01-29,186,88,59
Widget-51,Chicago,2025-01-30,158,88,59
Widget-51,Chicago,2025-01-31,150,88,59
Widget-51,Chicago,2025-02-01,139,88,59
Widget-51,Chicago,2025-02-02,153,88,59
Widget-51,Chicago,2025-02-03,162,88,59
Widget-51,Chicago,2025-02-04,188,88,59
Widget-51,Chicago,2025-02-05,196,88,59
Widget-51,Chicago,2025-02-06,221,88,59
Widget-51,Chicago,2025-02-07,198,88,59
Widget-51,Chicago,2025-02-08,185,88,59
Widget-51,Chicago,2025-02-09,195,88,59
Widget-51,Chicago,2025-02-10,170,88,59
Widget-51,Chicago,2025-02-11,166,88,59
Widget-51,Chicago,2025-02-12,171,88,59
Widget-51,Chicago,2025-02-13,155,88,59
Widget-51,Chicago,2025-02-14,161,88,59
Widget-51,Chicago,2025-02-15,188,88,59
Widget-51,Chicago,2025-02-16,162,88,59
Widget-51,Chicago,2025-02-17,170,88,59
Widget-51,Chicago,2025-02-18,148,88,59
Widget-51,Chicago,2025-02-19,124,88,59
Widget-51,Chicago,2025-02-20,134,88,59
Widget-51,Chicago,2025-02-21,123,88,59
Widget-51,Chicago,2025-02-22,102,88,59
Widget-51,Chicago,2025-02-23,97,88,59
Widget-51,Chicago,2025-02-24,70,88,59
Widget-51,Chicago,2025-02-25,77,88,59
Widget-51,Chicago,2025-02-26,70,88,59
Widget-51,Chicago,2025-02-27,53,88,59
Widget-51,Chicago,2025-02-28,63,88,59
Widget-51,Chicago,2025-03-01,33,88,59
Widget-51,Chicago,2025-03-02,19,88,59
Widget-51,Chicago,2025-03-03,33,88,59
Widget-51,Chicago,2025-03-04,26,88,59
Widget-51,Chicago,2025-03-05,22,88,59
Widget-51,Chicago,2025-03-06,0,88,59
Widget-51,Chicago,2025-03-07,0,88,59
Widget-51,Chicago,2025-03-08,12,88,59
Widget-51,Chicago,2025-03-09,16,88,59
Widget-51,Chicago,2025-03-10,43,88,59
Widget-51,Chicago,2025-03-11,24,88,59
Widget-51,Chicago,2025-03-12,14,88,59
Widget-51,Chicago,2025-03-13,0,88,59
Widget-51,Chicago,2025-03-14,0,88,59
Widget-51,Chicago,2025-03-15,0,88,59
Widget-51,Chicago,2025-03-16,0,88,59
Widget-51,Chicago,2025-03-17,2,88,59
Widget-51,Chicago,2025-03-18,17,88,59
Widget-51,Chicago,2025-03-19,45,88,59
Widget-51,Chicago,2025-03-20,66,88,59
Widget-51,Chicago,2025-03-21,41,88,59
Widget-51,Chicago,2025-03-22,12,88,59
Widget-51,Chicago,2025-03-23,10,88,59
Widget-51,Chicago,2025-03-24,34,88,59
Widget-51,Chicago,2025-03-25,43,88,59
Widget-51,Chicago,2025-03-26,45,88,59
Widget-51,Chicago,2025-03-27,18,88,59
Widget-51,Chicago,2025-03-28,46,88,59
Widget-51,Chicago,2025-03-29,19,88,59
Widget-51,Chicago,2025-03-30,17,88,59
Widget-51,Chicago,2025-03-31,23,88,59
Widget-51,Dallas,2025-01-01,335,88,59
Widget-51,Dallas,2025-01-02,364,88,59
Widget-51,Dallas,2025-01-03,353,88,59
Widget-51,Dallas,2025-01-04,363,88,59
Widget-51,Dallas,2025-01-05,355,88,59
Widget-51,Dallas,2025-01-06,369,88,59
Widget-51,Dallas,2025-01-07,356,88,59
Widget-51,Dallas,2025-01-08,374,88,59
Widget-51,Dallas,2025-01-09,368,88,59
Widget-51,Dallas,2025-01-10,338,88,59
Widget-51,Dallas,2025-01-11,361,88,59
Widget-51,Dallas,2025-01-12,345,88,59
Widget-51,Dallas,2025-01-13,348,88,59
Widget-51,Dallas,2025-01-14,365,88,59
Widget-51,Dallas,2025-01-15,354,88,59
Widget-51,Dallas,2025-01-16,377,88,59
Widget-51,Dallas,2025-01-17,383,88,59
Widget-51,Dallas,2025-01-18,379,88,59
Widget-51,Dallas,2025-01-19,370,88,59
Widget-51,Dallas,2025-01-20,390,88,59
Widget-51,Dallas,2025-01-21,364,88,59
Widget-51,Dallas,2025-01-22,367,88,59
Widget-51,Dallas,2025-01-23,375,88,59
Widget-51,Dallas,2025-01-24,347,88,59
Widget-51,Dallas,2025-01-25,333,88,59
Widget-51,Dallas,2025-01-26,326,88,59
Widget-51,Dallas,2025-01-27,319,88,59
Widget-51,Dallas,2025-01-28,291,88,59
Widget-51,Dallas,2025-01-29,305,88,59
Widget-51,Dallas,2025-01-30,281,88,59
Widget-51,Dallas,2025-01-31,275,88,59
Widget-51,Dallas,2025-02-01,300,88,59
Widget-51,Dallas,2025-02-02,272,88,59
Widget-51,Dallas,2025-02-03,256,88,59
Widget-51,Dallas,2025-02-04,254,88,59
Widget-51,Dallas,2025-02-05,273,88,59
Widget-51,Dallas,2025-02-06,271,88,59
Widget-51,Dallas,2025-02-07,250,88,59
Widget-51,Dallas,2025-02-08,251,88,59
Widget-51,Dallas,2025-02-09,243,88,59
Widget-51,Dallas,2025-02-10,251,88,59
Widget-51,Dallas,2025-02-11,229,88,59
Widget-51,Dallas,2025-02-12,235,88,59
Widget-51,Dallas,2025-02-13,256,88,59
Widget-51,Dallas,2025-02-14,265,88,59
Widget-51,Dallas,2025-02-15,248,88,59
Widget-51,Dallas,2025-02-16,221,88,59
Widget-51,Dallas,2025-02-17,210,88,59
Widget-51,Dallas,2025-02-18,207,88,59
Widget-51,Dallas,2025-02-19,190,88,59
Widget-51,Dallas,2025-02-20,203,88,59
Widget-51,Dallas,2025-02-21,206,88,59
Widget-51,Dallas,2025-02-22,188,88,59
Widget-51,Dallas,2025-02-23,188,88,59
Widget-51,Dallas,2025-02-24,190,88,59
Widget-51,Dallas,2025-02-25,211,88,59
Widget-51,Dallas,2025-02-26,219,88,59
Widget-51,Dallas,2025-02-27,216,88,59
Widget-51,Dallas,2025-02-28,210,88,59
Widget-51,Dallas,2025-03-01,211,88,59
Widget-51,Dallas,2025-03-02,189,88,59
Widget-51,Dallas,2025-03-03,186,88,59
Widget-51,Dallas,2025-03-04,213,88,59
Widget-51,Dallas,2025-03-05,213,88,59
Widget-51,Dallas,2025-03-06,199,88,59
Widget-51,Dallas,2025-03-07,221,88,59
Widget-51,Dallas,2025-03-08,213,88,59
Widget-51,Dallas,2025-03-09,195,88,59
Widget-51,Dallas,2025-03-10,219,88,59
Widget-51,Dallas,2025-03-11,198,88,59
Widget-51,Dallas,2025-03-12,183,88,59
Widget-51,Dallas,2025-03-13,158,88,59
Widget-51,Dallas,2025-03-14,175,88,59
Widget-51,Dallas,2025-03-15,155,88,59
Widget-51,Dallas,2025-03-16,182,88,59
Widget-51,Dallas,2025-03-17,203,88,59
Widget-51,Dallas,2025-03-18,175,88,59
Widget-51,Dallas,2025-03-19,172,88,59
Widget-51,Dallas,2025-03-20,182,88,59
Widget-51,Dallas,2025-03-21,166,88,59
Widget-51,Dallas,2025-03-22,195,88,59
Widget-51,Dallas,2025-03-23,177,88,59
Widget-51,Dallas,2025-03-24,188,88,59
Widget-51,Dallas,2025-03-25,209,88,59
Widget-51,Dallas,2025-03-26,234,88,59
Widget-51,Dallas,2025-03-27,248,88,59
Widget-51,Dallas,2025-03-28,234,88,59
Widget-51,Dallas,2025-03-29,210,88,59
Widget-51,Dallas,2025-03-30,207,88,59
Widget-51,Dallas,2025-03-31,214,88,59
Widget-52,LA-West,2025-01-01,226,63,42
Widget-52,LA-West,2025-01-02,231,63,42
Widget-52,LA-West,2025-01-03,228,63,42
Widget-52,LA-West,2025-01-04,212,63,42
Widget-52,LA-West,2025-01-05,227,63,42
Widget-52,LA-West,2025-01-06,249,63,42
Widget-52,LA-West,2025-01-07,229,63,42
Widget-52,LA-West,2025-01-08,254,63,42
Widget-52,LA-West,2025-01-09,254,63,42
Widget-52,LA-West,2025-01-10,227,63,42
Widget-52,LA-West,2025-01-11,231,63,42
Widget-52,LA-West,2025-01-12,234,63,42
Widget-52,LA-West,2025-01-13,255,63,42
Widget-52,LA-West,2025-01-14,251,63,42
Widget-52,LA-West,2025-01-15,230,63,42
Widget-52,LA-West,2025-01-16,229,63,42
Widget-52,LA-West,2025-01-17,243,63,42
Widget-52,LA-West,2025-01-18,232,63,42
Widget-52,LA-West,2025-01-19,230,63,42
Widget-52,LA-West,2025-01-20,257,63,42
Widget-52,LA-West,2025-01-21,279,63,42
Widget-52,LA-West,2025-01-22,277,63,42
Widget-52,LA-West,2025-01-23,269,63,42
Widget-52,LA-West,2025-01-24,295,63,42
Widget-52,LA-West,2025-01-25,314,63,42
Widget-52,LA-West,2025-01-26,304,63,42
Widget-52,LA-West,2025-01-27,321,63,42
Widget-52,LA-West,2025-01-28,333,63,42
Widget-52,LA-West,2025-01-29,312,63,42
Widget-52,LA-West,2025-01-30,322,63,42
Widget-52,LA-West,2025-01-31,303,63,42
Widget-52,LA-West,2025-02-01,302,63,42
Widget-52,LA-West,2025-02-02,322,63,42
Widget-52,LA-West,2025-02-03,324,63,42
Widget-52,LA-West,2025-02-04,311,63,42
Widget-52,LA-West,2025-02-05,294,63,42
Widget-52,LA-West,2025-02-06,285,63,42
Widget-52,LA-West,2025-02-07,275,63,42
Widget-52,LA-West,2025-02-08,245,63,42
Widget-52,LA-West,2025-02-09,263,63,42
Widget-52,LA-West,2025-02-10,275,63,42
Widget-52,LA-West,2025-02-11,296,63,42
Widget-52,LA-West,2025-02-12,325,63,42
Widget-52,LA-West,2025-02-13,309,63,42
Widget-52,LA-West,2025-02-14,314,63,42
Widget-52,LA-West,2025-02-15,330,63,42
Widget-52,LA-West,2025-02-16,353,63,42
Widget-52,LA-West,2025-02-17,344,63,42
Widget-52,LA-West,2025-02-18,345,63,42
Widget-52,LA-West,2025-02-19,372,63,42
Widget-52,LA-West,2025-02-20,387,63,42
Widget-52,LA-West,2025-02-21,410,63,42
Widget-52,LA-West,2025-02-22,412,63,42
Widget-52,LA-West,2025-02-23,439,63,42
Widget-52,LA-West,2025-02-24,449,63,42
Widget-52,LA-West,2025-02-25,477,63,42
Widget-52,LA-West,2025-02-26,485,63,42
Widget-52,LA-West,2025-02-27,477,63,42
Widget-52,LA-West,2025-02-28,489,63,42
Widget-52,LA-West,2025-03-01,513,63,42
Widget-52,LA-West,2025-03-02,484,63,42
Widget-52,LA-West,2025-03-03,455,63,42
Widget-52,LA-West,2025-03-04,462,63,42
Widget-52,LA-West,2025-03-05,486,63,42
Widget-52,LA-West,2025-03-06,506,63,42
Widget-52,LA-West,2025-03-07,504,63,42
Widget-52,LA-West,2025-03-08,525,63,42
Widget-52,LA-West,2025-03-09,540,63,42
Widget-52,LA-West,2025-03-10,569,63,42
Widget-52,LA-West,2025-03-11,541,63,42
Widget-52,LA-West,2025-03-12,549,63,42
Widget-52,LA-West,2025-03-13,525,63,42
Widget-52,LA-West,2025-03-14,530,63,42
Widget-52,LA-West,2025-03-15,528,63,42
Widget-52,LA-West,2025-03-16,552,63,42
Widget-52,LA-West,2025-03-17,558,63,42
Widget-52,LA-West,2025-03-18,576,63,42
Widget-52,LA-West,2025-03-19,603,63,42
Widget-52,LA-West,2025-03-20,608,63,42
Widget-52,LA-West,2025-03-21,600,63,42
Widget-52,LA-West,2025-03-22,614,63,42
Widget-52,LA-West,2025-03-23,599,63,42
Widget-52,LA-West,2025-03-24,616,63,42
Widget-52,LA-West,2025-03-25,616,63,42
Widget-52,LA-West,2025-03-26,619,63,42
Widget-52,LA-West,2025-03-27,638,63,42
Widget-52,LA-West,2025-03-28,608,63,42
Widget-52,LA-West,2025-03-29,595,63,42
Widget-52,LA-West,2025-03-30,622,63,42
Widget-52,LA-West,2025-03-31,631,63,42
Widget-52,LA-East,2025-01-01,229,63,42
Widget-52,LA-East,2025-01-02,254,63,42
Widget-52,LA-East,2025-01-03,238,63,42
Widget-52,LA-East,2025-01-04,255,63,42
Widget-52,LA-East,2025-01-05,273,63,42
Widget-52,LA-East,2025-01-06,259,63,42
Widget-52,LA-East,2025-01-07,272,63,42
Widget-52,LA-East,2025-01-08,251,63,42
Widget-52,LA-East,2025-01-09,240,63,42
Widget-52,LA-East,2025-01-10,215,63,42
Widget-52,LA-East,2025-01-11,192,63,42
Widget-52,LA-East,2025-01-12,206,63,42
Widget-52,LA-East,2025-01-13,209,63,42
Widget-52,LA-East,2025-01-14,210,63,42
Widget-52,LA-East,2025-01-15,230,63,42
Widget-52,LA-East,2025-01-16,253,63,42
Widget-52,LA-East,2025-01-17,264,63,42
Widget-52,LA-East,2025-01-18,237,63,42
Widget-52,LA-East,2025-01-19,250,63,42
Widget-52,LA-East,2025-01-20,269,63,42
Widget-52,LA-East,2025-01-21,277,63,42
Widget-52,LA-East,2025-01-22,266,63,42
Widget-52,LA-East,2025-01-23,259,63,42
Widget-52,LA-East,2025-01-24,252,63,42
Widget-52,LA-East,2025-01-25,276,63,42
Widget-52,LA-East,2025-01-26,271,63,42
Widget-52,LA-East,2025-01-27,265,63,42
Widget-52,LA-East,2025-01-28,270,63,42
Widget-52,LA-East,2025-01-29,246,63,42
Widget-52,LA-East,2025-01-30,225,63,42
Widget-52,LA-East,2025-01-31,252,63,42
Widget-52,LA-East,2025-02-01,268,63,42
Widget-52,LA-East,2025-02-02,249,63,42
Widget-52,LA-East,2025-02-03,219,63,42
Widget-52,LA-East,2025-02-04,240,63,42
Widget-52,LA-East,2025-02-05,259,63,42
Widget-52,LA-East,2025-02-06,253,63,42
Widget-52,LA-East,2025-02-07,238,63,42
Widget-52,LA-East,2025-02-08,212,63,42
Widget-52,LA-East,2025-02-09,200,63,42
Widget-52,LA-East,2025-02-10,173,63,42
Widget-52,LA-East,2025-02-11,148,63,42
Widget-52,LA-East,2025-02-12,143,63,42
Widget-52,LA-East,2025-02-13,161,63,42
Widget-52,LA-East,2025-02-14,169,63,42
Widget-52,LA-East,2025-02-15,194,63,42
Widget-52,LA-East,2025-02-16,218,63,42
Widget-52,LA-East,2025-02-17,226,63,42
Widget-52,LA-East,2025-02-18,204,63,42
Widget-52,LA-East,2025-02-19,218,63,42
Widget-52,LA-East,2025-02-20,239,63,42
Widget-52,LA-East,2025-02-21,222,63,42
Widget-52,LA-East,2025-02-22,239,63,42
Widget-52,LA-East,2025-02-23,263,63,42
Widget-52,LA-East,2025-02-24,241,63,42
Widget-52,LA-East,2025-02-25,225,63,42
Widget-52,LA-East,2025-02-26,231,63,42
Widget-52,LA-East,2025-02-27,250,63,42
Widget-52,LA-East,2025-02-28,272,63,42
Widget-52,LA-East,2025-03-01,261,63,42
Widget-52,LA-East,2025-03-02,238,63,42
Widget-52,LA-East,2025-03-03,239,63,42
Widget-52,LA-East,2025-03-04,255,63,42
Widget-52,LA-East,2025-03-05,245,63,42
Widget-52,LA-East,2025-03-06,271,63,42
Widget-52,LA-East,2025-03-07,281,63,42
Widget-52,LA-East,2025-03-08,269,63,42
Widget-52,LA-East,2025-03-09,267,63,42
Widget-52,LA-East,2025-03-10,294,63,42
Widget-52,LA-East,2025-03-11,294,63,42
Widget-52,LA-East,2025-03-12,317,63,42
Widget-52,LA-East,2025-03-13,292,63,42
Widget-52,LA-East,2025-03-14,265,63,42
Widget-52,LA-East,2025-03-15,277,63,42
Widget-52,LA-East,2025-03-16,275,63,42
Widget-52,LA-East,2025-03-17,286,63,42
Widget-52,LA-East,2025-03-18,258,63,42
Widget-52,LA-East,2025-03-19,228,63,42
Widget-52,LA-East,2025-03-20,241,63,42
Widget-52,LA-East,2025-03-21,265,63,42
Widget-52,LA-East,2025-03-22,249,63,42
Widget-52,LA-East,2025-03-23,265,63,42
Widget-52,LA-East,2025-03-24,255,63,42
Widget-52,LA-East,2025-03-25,270,63,42
Widget-52,LA-East,2025-03-26,297,63,42
Widget-52,LA-East,2025-03-27,297,63,42
Widget-52,LA-East,2025-03-28,273,63,42
Widget-52,LA-East,2025-03-29,259,63,42
Widget-52,LA-East,2025-03-30,284,63,42
Widget-52,LA-East,2025-03-31,272,63,42
Widget-52,Chicago,2025-01-01,229,63,42
Widget-52,Chicago,2025-01-02,201,63,42
Widget-52,Chicago,2025-01-03,200,63,42
Widget-52,Chicago,2025-01-04,204,63,42
Widget-52,Chicago,2025-01-05,231,63,42
Widget-52,Chicago,2025-01-06,257,63,42
Widget-52,Chicago,2025-01-07,255,63,42
Widget-52,Chicago,2025-01-08,274,63,42
Widget-52,Chicago,2025-01-09,295,63,42
Widget-52,Chicago,2025-01-10,318,63,42
Widget-52,Chicago,2025-01-11,301,63,42
Widget-52,Chicago,2025-01-12,305,63,42
Widget-52,Chicago,2025-01-13,302,63,42
Widget-52,Chicago,2025-01-14,329,63,42
Widget-52,Chicago,2025-01-15,328,63,42
Widget-52,Chicago,2025-01-16,323,63,42
Widget-52,Chicago,2025-01-17,299,63,42
Widget-52,Chicago,2025-01-18,307,63,42
Widget-52,Chicago,2025-01-19,307,63,42
Widget-52,Chicago,2025-01-20,281,63,42
Widget-52,Chicago,2025-01-21,285,63,42
Widget-52,Chicago,2025-01-22,304,63,42
Widget-52,Chicago,2025-01-23,320,63,42
Widget-52,Chicago,2025-01-24,341,63,42
Widget-52,Chicago,2025-01-25,324,63,42
Widget-52,Chicago,2025-01-26,329,63,42
Widget-52,Chicago,2025-01-27,325,63,42
Widget-52,Chicago,2025-01-28,318,63,42
Widget-52,Chicago,2025-01-29,327,63,42
Widget-52,Chicago,2025-01-30,325,63,42
Widget-52,Chicago,2025-01-31,347,63,42
Widget-52,Chicago,2025-02-01,361,63,42
Widget-52,Chicago,2025-02-02,352,63,42
Widget-52,Chicago,2025-02-03,329,63,42
Widget-52,Chicago,2025-02-04,313,63,42
Widget-52,Chicago,2025-02-05,331,63,42
Widget-52,Chicago,2025-02-06,305,63,42
Widget-52,Chicago,2025-02-07,326,63,42
Widget-52,Chicago,2025-02-08,299,63,42
Widget-52,Chicago,2025-02-09,279,63,42
Widget-52,Chicago,2025-02-10,266,63,42
Widget-52,Chicago,2025-02-11,277,63,42
Widget-52,Chicago,2025-02-12,295,63,42
Widget-52,Chicago,2025-02-13,294,63,42
Widget-52,Chicago,2025-02-14,278,63,42
Widget-52,Chicago,2025-02-15,253,63,42
Widget-52,Chicago,2025-02-16,277,63,42
Widget-52,Chicago,2025-02-17,299,63,42
Widget-52,Chicago,2025-02-18,284,63,42
Widget-52,Chicago,2025-02-19,300,63,42
Widget-52,Chicago,2025-02-20,309,63,42
Widget-52,Chicago,2025-02-21,287,63,42
Widget-52,Chicago,2025-02-22,299,63,42
Widget-52,Chicago,2025-02-23,327,63,42
Widget-52,Chicago,2025-02-24,330,63,42
Widget-52,Chicago,2025-02-25,326,63,42
Widget-52,Chicago,2025-02-26,308,63,42
Widget-52,Chicago,2025-02-27,313,63,42
Widget-52,Chicago,2025-02-28,309,63,42
Widget-52,Chicago,2025-03-01,287,63,42
Widget-52,Chicago,2025-03-02,261,63,42
Widget-52,Chicago,2025-03-03,281,63,42
Widget-52,Chicago,2025-03-04,272,63,42
Widget-52,Chicago,2025-03-05,272,63,42
Widget-52,Chicago,2025-03-06,244,63,42
Widget-52,Chicago,2025-03-07,243,63,42
Widget-52,Chicago,2025-03-08,233,63,42
Widget-52,Chicago,2025-03-09,237,63,42
Widget-52,Chicago,2025-03-10,212,63,42
Widget-52,Chicago,2025-03-11,209,63,42
Widget-52,Chicago,2025-03-12,210,63,42
Widget-52,Chicago,2025-03-13,221,63,42
Widget-52,Chicago,2025-03-14,227,63,42
Widget-52,Chicago,2025-03-15,221,63,42
Widget-52,Chicago,2025-03-16,222,63,42
Widget-52,Chicago,2025-03-17,226,63,42
Widget-52,Chicago,2025-03-18,217,63,42
Widget-52,Chicago,2025-03-19,210,63,42
Widget-52,Chicago,2025-03-20,218,63,42
Widget-52,Chicago,2025-03-21,241,63,42
Widget-52,Chicago,2025-03-22,240,63,42
Widget-52,Chicago,2025-03-23,259,63,42
Widget-52,Chicago,2025-03-24,260,63,42
Widget-52,Chicago,2025-03-25,260,63,42
Widget-52,Chicago,2025-03-26,252,63,42
Widget-52,Chicago,2025-03-27,261,63,42
Widget-52,Chicago,2025-03-28,263,63,42
Widget-52,Chicago,2025-03-29,257,63,42
Widget-52,Chicago,2025-03-30,262,63,42
Widget-52,Chicago,2025-03-31,255,63,42
Widget-52,Dallas,2025-01-01,283,63,42
Widget-52,Dallas,2025-01-02,291,63,42
Widget-52,Dallas,2025-01-03,306,63,42
Widget-52,Dallas,2025-01-04,288,63,42
Widget-52,Dallas,2025-01-05,267,63,42
Widget-52,Dallas,2025-01-06,259,63,42
Widget-52,Dallas,2025-01-07,246,63,42
Widget-52,Dallas,2025-01-08,247,63,42
Widget-52,Dallas,2025-01-09,249,63,42
Widget-52,Dallas,2025-01-10,254,63,42
Widget-52,Dallas,2025-01-11,251,63,42
Widget-52,Dallas,2025-01-12,236,63,42
Widget-52,Dallas,2025-01-13,221,63,42
Widget-52,Dallas,2025-01-14,208,63,42
Widget-52,Dallas,2025-01-15,185,63,42
Widget-52,Dallas,2025-01-16,196,63,42
Widget-52,Dallas,2025-01-17,181,63,42
Widget-52,Dallas,2025-01-18,205,63,42
Widget-52,Dallas,2025-01-19,230,63,42
Widget-52,Dallas,2025-01-20,210,63,42
Widget-52,Dallas,2025-01-21,185,63,42
Widget-52,Dallas,2025-01-22,155,63,42
Widget-52,Dallas,2025-01-23,136,63,42
Widget-52,Dallas,2025-01-24,162,63,42
Widget-52,Dallas,2025-01-25,169,63,42
Widget-52,Dallas,2025-01-26,166,63,42
Widget-52,Dallas,2025-01-27,180,63,42
Widget-52,Dallas,2025-01-28,207,63,42
Widget-52,Dallas,2025-01-29,193,63,42
Widget-52,Dallas,2025-01-30,163,63,42
Widget-52,Dallas,2025-01-31,164,63,42
Widget-52,Dallas,2025-02-01,141,63,42
Widget-52,Dallas,2025-02-02,164,63,42
Widget-52,Dallas,2025-02-03,173,63,42
Widget-52,Dallas,2025-02-04,198,63,42
Widget-52,Dallas,2025-02-05,210,63,42
Widget-52,Dallas,2025-02-06,225,63,42
Widget-52,Dallas,2025-02-07,218,63,42
Widget-52,Dallas,2025-02-08,197,63,42
Widget-52,Dallas,2025-02-09,213,63,42
Widget-52,Dallas,2025-02-10,221,63,42
Widget-52,Dallas,2025-02-11,229,63,42
Widget-52,Dallas,2025-02-12,208,63,42
Widget-52,Dallas,2025-02-13,213,63,42
Widget-52,Dallas,2025-02-14,207,63,42
Widget-52,Dallas,2025-02-15,236,63,42
Widget-52,Dallas,2025-02-16,255,63,42
Widget-52,Dallas,2025-02-17,283,63,42
Widget-52,Dallas,2025-02-18,309,63,42
Widget-52,Dallas,2025-02-19,288,63,42
Widget-52,Dallas,2025-02-20,276,63,42
Widget-52,Dallas,2025-02-21,291,63,42
Widget-52,Dallas,2025-02-22,305,63,42
Widget-52,Dallas,2025-02-23,289,63,42
Widget-52,Dallas,2025-02-24,274,63,42
Widget-52,Dallas,2025-02-25,245,63,42
Widget-52,Dallas,2025-02-26,243,63,42
Widget-52,Dallas,2025-02-27,216,63,42
Widget-52,Dallas,2025-02-28,238,63,42
Widget-52,Dallas,2025-03-01,257,63,42
Widget-52,Dallas,2025-03-02,255,63,42
Widget-52,Dallas,2025-03-03,255,63,42
Widget-52,Dallas,2025-03-04,241,63,42
Widget-52,Dallas,2025-03-05,220,63,42
Widget-52,Dallas,2025-03-06,216,63,42
Widget-52,Dallas,2025-03-07,238,63,42
Widget-52,Dallas,2025-03-08,248,63,42
Widget-52,Dallas,2025-03-09,232,63,42
Widget-52,Dallas,2025-03-10,261,63,42
Widget-52,Dallas,2025-03-11,274,63,42
Widget-52,Dallas,2025-03-12,274,63,42
Widget-52,Dallas,2025-03-13,264,63,42
Widget-52,Dallas,2025-03-14,293,63,42
Widget-52,Dallas,2025-03-15,321,63,42
Widget-52,Dallas,2025-03-16,348,63,42
Widget-52,Dallas,2025-03-17,358,63,42
Widget-52,Dallas,2025-03-18,373,63,42
Widget-52,Dallas,2025-03-19,387,63,42
Widget-52,Dallas,2025-03-20,416,63,42
Widget-52,Dallas,2025-03-21,411,63,42
Widget-52,Dallas,2025-03-22,418,63,42
Widget-52,Dallas,2025-03-23,438,63,42
Widget-52,Dallas,2025-03-24,443,63,42
Widget-52,Dallas,2025-03-25,464,63,42
Widget-52,Dallas,2025-03-26,450,63,42
Widget-52,Dallas,2025-03-27,470,63,42
Widget-52,Dallas,2025-03-28,442,63,42
Widget-52,Dallas,2025-03-29,425,63,42
Widget-52,Dallas,2025-03-30,443,63,42
Widget-52,Dallas,2025-03-31,425,63,42
Widget-53,LA-West,2025-01-01,906,279,186
Widget-53,LA-West,2025-01-02,892,279,186
Widget-53,LA-West,2025-01-03,909,279,186
Widget-53,LA-West,2025-01-04,928,279,186
Widget-53,LA-West,2025-01-05,931,279,186
Widget-53,LA-West,2025-01-06,914,279,186
Widget-53,LA-West,2025-01-07,937,279,186
Widget-53,LA-West,2025-01-08,961,279,186
Widget-53,LA-West,2025-01-09,989,279,186
Widget-53,LA-West,2025-01-10,975,279,186
Widget-53,LA-West,2025-01-11,947,279,186
Widget-53,LA-West,2025-01-12,950,279,186
Widget-53,LA-West,2025-01-13,959,279,186
Widget-53,LA-West,2025-01-14,953,279,186
Widget-53,LA-West,2025-01-15,924,279,186
Widget-53,LA-West,2025-01-16,927,279,186
Widget-53,LA-West,2025-01-17,922,279,186
Widget-53,LA-West,2025-01-18,922,279,186
Widget-53,LA-West,2025-01-19,900,279,186
Widget-53,LA-West,2025-01-20,899,279,186
Widget-53,LA-West,2025-01-21,888,279,186
Widget-53,LA-West,2025-01-22,878,279,186
Widget-53,LA-West,2025-01-23,876,279,186
Widget-53,LA-West,2025-01-24,904,279,186
Widget-53,LA-West,2025-01-25,898,279,186
Widget-53,LA-West,2025-01-26,905,279,186
Widget-53,LA-West,2025-01-27,932,279,186
Widget-53,LA-West,2025-01-28,945,279,186
Widget-53,LA-West,2025-01-29,939,279,186
Widget-53,LA-West,2025-01-30,917,279,186
Widget-53,LA-West,2025-01-31,925,279,186
Widget-53,LA-West,2025-02-01,938,279,186
Widget-53,LA-West,2025-02-02,933,279,186
Widget-53,LA-West,2025-02-03,959,279,186
Widget-53,LA-West,2025-02-04,965,279,186
Widget-53,LA-West,2025-02-05,950,279,186
Widget-53,LA-West,2025-02-06,956,279,186
Widget-53,LA-West,2025-02-07,937,279,186
Widget-53,LA-West,2025-02-08,930,279,186
Widget-53,LA-West,2025-02-09,925,279,186
Widget-53,LA-West,2025-02-10,914,279,186
Widget-53,LA-West,2025-02-11,892,279,186
Widget-53,LA-West,2025-02-12,884,279,186
Widget-53,LA-West,2025-02-13,892,279,186
Widget-53,LA-West,2025-02-14,890,279,186
Widget-53,LA-West,2025-02-15,890,279,186
Widget-53,LA-West,2025-02-16,878,279,186
Widget-53,LA-West,2025-02-17,867,279,186
Widget-53,LA-West,2025-02-18,859,279,186
